,hospital_name,hospital_phone,hospital_address
1195,더 펫 동물병원,***********,대전광역시 동구 가오동 620번지
1196,더 포레 동물병원,02-2039-7734,"경기도 하남시 학암동 652번지 위례 호반써밋, 1층 116,117호"
1197,더그린 컨설팅&크리닉,***********,경상북도 경산시 용성면 용전리 435번지
1198,더나은 동물병원,0553664626,경상남도 양산시 물금읍 가촌리 1275번지 8호 에코타워
1199,더나은동물병원,063-562-9154,전라북도 고창군 고창읍 교촌리 233번지 11호
1200,더독,031-977-0154,경기도 고양시 일산동구 중산동 1667번지 3호
1201,더독동물병원,382-3243,서울특별시 은평구 대조동 224번지 24호
1202,더문 동물병원,053-322-1223,대구광역시 북구 사수동 799번지
1203,더바른 동물병원,051-717-2316,부산광역시 사하구 다대동 1548번지 47호
1204,더바름동물병원,02-6953-7515,경기도 고양시 덕양구 향동동 563번지
1205,더벳한남동물병원,02-6956-2280,서울특별시 용산구 한남동 737번지 4호 1층
1206,더본 동물병원,0323262992,경기도 부천시 중동 1150번지 6호 우영프라자
1207,더본 외과동물의료센터,0517117515,부산광역시 남구 대연동 29번지 1호
1208,더블유동물병원,02-883-0007,서울특별시 관악구 봉천동 622번지 74호
1209,더사랑 동물병원,468-7975,전라북도 군산시 수송동 68번지 1호
1210,더샵 동물병원,***********,경상북도 경산시 중산동 591번지
1211,더에스동물병원,051-913-7582,부산광역시 수영구 남천동 29번지 19호 목원빌딩
1212,더엘동물의료센터,062-224-7582,광주광역시 북구 오치동 1028번지 27호 1층
1213,더원동물메디컬센터,0426238461,대전광역시 동구 용전동 43번지 1호
1214,더원동물의료센터,051-808-5550,부산광역시 부산진구 초읍동 263번지 36호
1215,더조은 동물의료센터,802-2811,서울특별시 금천구 시흥동 904번지 6호 서우빌딩
1216,더조은동물병원,248-7582,울산광역시 울주군 범서읍 천상리 639번지 6호
1217,더존 동물병원,***********,경상북도 상주시 화남면 평온리 173번지 12호
1218,더좋은 동물병원,031-431-0075,경기도 시흥시 배곧동 204번지 서영베니스스퀘어
1219,더케이동물병원,02-2213-8875,서울특별시 동대문구 답십리동 1003번지 2호 세기프라자
1220,더클래스동물메디컬센터,031-713-7975,경기도 성남시 분당구 정자동 169번지 1호 삼성아데나팰리스아파트 A 101-1
1221,더키움 동물병원,061-725-7542,전라남도 순천시 신대리 1988번지 3호
1222,더파크동물의료센터,02-6949-2475,서울특별시 강동구 성내동 549번지 1호 씨네월드
1223,더펫동물병원,041-561-8613,충청남도 천안시 서북구 두정동 864번지 도정빌딩
1224,더펫동물병원,070-4293-0622,대구광역시 서구 비산동 1302번지 9호
1225,더펫동물병원,***********,대전광역시 유성구 봉명동 678번지 5호
1226,더편한동물병원,02-982-7975,서울특별시 성북구 길음동 498번지 1호 래미안길음센터피스
1227,더프라임동물의료원,0516252345,부산광역시 수영구 남천동 69번지 20호
1228,더힐동물병원,051-341-3344,부산광역시 북구 덕천동 373번지 1호 삼정그린코아아파트
1229,더힐동물의료센터,02-792-8275,서울특별시 용산구 한남동 29번지 6호 아이리스프라자 지상3층
1230,더힐링동물병원,027127582,경기도 고양시 덕양구 오금동 663번지 1호
1231,덕산가축병원,,경상남도 산청군 시천면 사리 926번지 6호 지코바호프
1232,덕산동물의료센터,055-551-0825,경상남도 창원시 진해구 덕산동 560번지 11호 한길학원
1233,덕소동물병원,576-7535,경기도 남양주시 와부읍 덕소리 473번지 2호
1234,덕수동물병원,467-8575,인천광역시 남동구 간석동 900번지 153호
1235,덕정동물의료센터,031-857-7551,"경기도 양주시 덕정동 208번지 9호 덕정파크프라자 202, 203호"
1236,덕천동물의료센터,332-8060,부산광역시 북구 덕천동 375번지 5호
1237,데이동물의료센터,0507-1343-7589,"경기도 하남시 망월동 1093번지 3호 더랜드시티, 101호 102호"
1238,데이지동물병원,063-225-7588,전라북도 전주시 완산구 효자동1가 388번지
1239,데일리 동물의료센터,063-901-6002,전라북도 전주시 완산구 효자동2가 1번지 2호
1240,데일리동물병원,041-734-7511,충청남도 논산시 취암동 581번지 7호
1241,데파트 동물병원,055-251-8800,경상남도 창원시 마산합포구 중앙동3가 2번지 3호 경남데파트
1242,도곡종합동물병원,554-8875,서울특별시 강남구 역삼동 761번지 18호
1243,도그마루 동물병원,070-4349-3357,서울특별시 송파구 잠실동 242번지 2호
1244,도그빌동물병원,645-2289,강원도 강릉시 교동 225번지 12호
1245,도그스타 동물병원,031-291-8896,경기도 수원시 권선구 호매실동 1375번지 1호
1246,도그앤캣동물병원,032-524-0075,인천광역시 부평구 부평동 341번지 160호
1247,도그앤피플 동물병원,247-6656,울산광역시 남구 무거동 583번지 17호
1248,도그원 동물의료센터,02-358-1591,서울특별시 은평구 갈현동 431번지 5호
1249,도그파파,031-767-0175,경기도 광주시 곤지암읍 건업리 447번지 12호
1250,도그플러스,***********,경기도 김포시 풍무동 38번지 1호 3층
1251,도그플러스 동물병원,055-276-8275,경상남도 창원시 팔용동 30번지 3호 삼성홈플러스 지하1층
1252,도그플러스 동물병원,3421-9075,서울특별시 중랑구 신내동 645번지 홈플러스 2층
1253,도그플러스 동물병원,055-276-8275,경상남도 창원시 의창구 팔용동 30번지 3호 삼성홈플러스 지하1층
1254,도그플러스 동물병원,031-851-7373,경기도 의정부시 금오동 475번지 1호 홈플러스 3층
1255,도그플러스 동물병원,054-462-0075,경상북도 구미시 광평동 792번지 21호 홈플러스 구미광평점
1256,도그플러스 동물병원,,경상남도 김해시 내동 1131번지 2호 삼성홈플러스
1257,도그플러스 동물병원 마산점,055-252-0075,경상남도 창원시 마산회원구 양덕동 151번지 1호 삼성홈플러스 6층
1258,도그플러스 동물병원(미유펫 대구점),053-314-0075,대구광역시 북구 동천동 668번지 1호 13통 5반 칠곡홈플러스
1259,도그플러스동물병원,055-313-0975,경상남도 김해시 대청동 300번지 롯데마트 3층
1260,도그플러스동물병원,862-0975,인천광역시 남동구 간석동 616번지 3호
1261,도그플러스동물병원,02-2069-0082,서울특별시 영등포구 문래동3가 55번지 3호 4층
1262,도그플러스동물병원,053-568-7582,대구광역시 달서구 용산동 230번지 11호 홈플러스 성서점 지하1층
1263,도그플러스동물병원,055-251-5800,경상남도 창원시 마산회원구 양덕동 151번지 1호
1264,도깨비동물병원,0542817582,경상북도 포항시 남구 지곡동 480번지 4호 애드빌 상가 102 206
1265,도담가축병원,***********,경상북도 구미시 고아읍 관심리 612번지 1호
1266,도담도담동물병원,062-973-7579,광주광역시 광산구 쌍암동 657번지 3호
1267,도담도담동물병원,943-7582,서울특별시 성북구 하월곡동 46번지 73호 코업스타클래스 1층
1268,도담도담동물병원,***********,강원특별자치도 양구군 양구읍 중리 13번지 5호
1269,도담동물병원,818-0251,부산광역시 부산진구 범천동 1298번지 114호
1270,도담동물병원,0634526700,전라북도 군산시 미장동 501번지 11호
1271,도담동물병원,955-8400,서울특별시 도봉구 도봉동 562번지 26호
1272,도담동물병원,***********,대구광역시 달성군 현풍읍 중리 491번지 2호 타임스퀘어
1273,도담동물병원,0634526700,전라북도 군산시 미장동 501번지 11호
1274,도담동물병원,***********,경상남도 김해시 진영읍 진영리 1621번지 10호 BK 빌딩 105호
1275,도담동물병원,,강원도 춘천시 신북읍 율문리 289번지 1호
1276,도담동물병원,02-388-0275,서울특별시 은평구 역촌동 51번지 22호
1277,도담동물병원,***********,경상북도 영주시 가흥동 465번지 10호
1278,도담동물병원(출장진료전문 동물병원),***********,서울특별시 성동구 행당동 344번지
1279,도담이네 동물병원,,충청북도 청주시 흥덕구 가경동 1502번지 13호
1280,도도 동물병원,***********,경상남도 사천시 사남면 월성리 16번지 6호 도도 동물병원
1281,도도동물병원,294-8855,충청북도 청주시상당구 용암동 1403번지
1282,도도동물병원,0432948855,충청북도 청주시 상당구 용암동 1403번지
1283,도드람양돈협동조합동물병원,042-826-7938,대전광역시 서구 관저동 1971번지 2호
1284,도란도란동물병원,408-8584,경기도 안산시 상록구 사동 1201번지 3호
1285,도래동물병원,031-375-7590,경기도 오산시 수청동 608번지 8호 104호
1286,도리원 동물병원,054-833-8838,경상북도 의성군 봉양면 화전리 96번지 3호
1287,도림하나동물병원,028497582,서울특별시 영등포구 도림동 216번지 2호
1288,도수의과가축병원,,대구광역시 군위군 군위읍 서부리 591번지
1289,도안 ECO 종합동물병원,042-485-7582,대전광역시 유성구 봉명동 1053번지 1호
1290,도안동물병원,544-7582,대전광역시 서구 관저동 1110번지
1291,도야동물병원,278-4100,전라남도 목포시 용당동 957번지 47호
1292,도원동물병원,041-331-7100,충청남도 예산군 오가면 월곡리 142번지 18호
1293,도원동물병원(출장전문),***********,전라북도 김제시 신풍동 148번지 8호
1294,도천동물병원,055-646-1525,경상남도 통영시 도천동 278번지 3호
1295,도청동물병원,***********,경상북도 예천군 호명면 오천리 199번지 3호
1296,도촌 동물병원,755-5975,경기도 성남시 중원구 도촌동 568번지 도촌프라자
1297,도하동물병원,***********,경기도 화성시 반송동 90번지 2호 서해더블루
1298,도화동물병원,02-712-8875,서울특별시 마포구 도화동 153번지
1299,도희동물병원,032-566-0038,인천광역시 서구 심곡동 333번지 7호 1층
1300,독립문동물병원,02-733-5060,서울특별시 서대문구 냉천동 195번지
1301,독사랑동물병원,627-1470,대구광역시 남구 봉덕동 1298번지 3호
1302,독산온동물병원,***********,서울특별시 금천구 독산동 1023번지 14호
1303,독스동물병원,433-0075,"인천광역시 남동구 간석동 210번지 2호 1층, 지하1층"
1304,돈워리동물병원,***********,전라북도 김제시 용지면 구암리 355번지 12호
1305,돌담 동물의료센터,054-244-2200,경상북도 포항시 남구 이동 52번지
1306,돌봄동물메디컬클리닉,053-631-7975,대구광역시 달서구 월성동 1540번지 2호 원더풀스파랜드
1307,돌봄동물병원,044-862-7277,세종특별자치시 반곡동 34번지 4호 수루배마을1단지 근린생활시설
1308,돌봄동물병원,***********,전라남도 무안군 일로읍 용산리 728번지 5호
1309,돌봄동물병원,031-911-7585,경기도 고양시 일산서구 덕이동 1544번지
1310,돌봄동물병원,02-426-2775,서울특별시 강동구 암사동 414번지 18호
1311,돌봄동물의료센터,031-217-7570,경기도 수원시 팔달구 우만동 81번지 7호
1312,돌산동물병원,***********,전라남도 여수시 돌산읍 군내리 536번지 1호
1313,동계동물병원,***********,전라북도 순창군 동계면 현포리 232번지 2호
1314,동구종합동물병원,,부산광역시 동구 수정동 427번지 48호
1315,동그라미 동물의료센터,031-317-0117,경기도 시흥시 장곡동 260번지 21호
1316,동대구동물의료센터,942-0805,대구광역시 동구 신암동 1293번지 3호
1317,동대문 루시드 동물메디컬센터,0262170202,서울특별시 동대문구 답십리동 259번지 22호
1318,동래종합동물병원,***********,부산광역시 동래구 온천동 402번지 21호 22통 4반
1319,동명동물병원,322-0041,대구광역시 북구 읍내동 781번지 1호
1320,동물병원 Dr.정,031-733-9325,경기도 성남시 중원구 은행동 1633번지
1321,동물병원 HADA,031-8049-8875,
1322,동물병원 WITH-PET,855-1275,경상남도 사천시 사천읍 선인리 180번지
1323,동물병원 감동,031-275-8080,경기도 용인시 기흥구 언남동 412번지 2호 (주)시간과공간
1324,동물병원 공감,02-484-7975,서울특별시 강동구 천호동 25번지 6호 조희빌딩
1325,동물병원 다움,062-419-2020,광주광역시 북구 신안동 472번지 1호
